"","spp","grow","n.grow","sd.grow","skel","n.skel","sd.skel","calc","n.calc","sd.calc","corwidth","n.corwidth","cmd","n.cmd","col","repmode","sex","symb","branching","encrusting","laminar","massive","submassive","lifehist","iucn"
"636","Pleuractis seychellensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,88.8,1,15,1,"solitary",NA,NA,NA,0,0,0,1,0,NA,"VU"
"637","Pleuractis taiwanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,193,1,28,1,"solitary",NA,NA,NA,0,0,0,1,0,NA,"VU"
"638","Pocillopora ankeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"VU"
"639","Pocillopora capitata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,2,NA,NA,"colonial",NA,NA,NA,1,0,0,1,0,NA,"LC"
"640","Pocillopora effusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,2,200,2,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"641","Pocillopora fungiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2,200,2,"colonial",NA,NA,NA,0,2,0,0,0,NA,"EN"
"642","Pocillopora indiania",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,2,100,2,"colonial",NA,NA,NA,1,0,0,0,0,NA,"VU"
"643","Pocillopora kelleheri",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,"colonial",NA,NA,NA,1,0,1,0,0,NA,"LC"
"644","Pocillopora molokensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"645","Pocillopora woodjonesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"LC"
"646","Pocillopora zelli",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2,NA,NA,"colonial",NA,NA,NA,1,0,0,1,0,NA,"LC"
"647","Podabacia crustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,2,150,2,"colonial",NA,"gonochore",NA,0,1,1,0,0,NA,"LC"
"648","Podabacia lankaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,2,NA,NA,"colonial",NA,NA,NA,0,1,1,0,0,NA,NA
"649","Podabacia motuporensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,2,NA,NA,"colonial",NA,NA,NA,0,1,1,0,0,NA,"NT"
"650","Podabacia sinai",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,2,100,1,"colonial",NA,NA,NA,0,0,1,0,0,NA,"DD"
"651","Polycyathus fulvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,74.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Polycyathus furanaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,311.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Porites aranetai",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,1,NA,"VU"
"654","Porites arnaudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"LC"
"655","Porites attenuata",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"VU"
"656","Porites branneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT"
"657","Porites brighami",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2,10,1,"colonial","brooder",NA,NA,0,1,0,0,1,NA,"LC"
"658","Porites cocosensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,1,NA,"VU"
"659","Porites colonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"DD"
"660","Porites cumulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"VU"
"661","Porites deformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2,NA,NA,"colonial",NA,NA,NA,0,0,0,0,1,NA,"NT"
"662","Porites densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,2,15,3,"colonial",NA,NA,NA,0,0,0,1,0,NA,"NT"
"663","Porites desilveri",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,"colonial",NA,NA,NA,0,0,0,1,1,NA,"EN"
"664","Porites divaricata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"LC"
"665","Porites echinulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,1,NA,"NT"
"666","Porites eridani",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,1,NA,"EN"
"667","Porites flavus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,40,1,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"668","Porites harrisoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2,100,2,"colonial",NA,NA,NA,0,1,0,0,3,NA,"NT"
"669","Porites horizontalata",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2,NA,NA,"colonial",NA,"gonochore",NA,0,1,1,0,1,NA,"VU"
"670","Porites latistella",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,1,NA,"LC"
"671","Porites monticulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,2,100,1,"colonial",NA,NA,NA,1,2,1,1,0,NA,"LC"
"672","Porites murrayensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,2,20,2,"colonial","brooder","gonochore","yes",0,0,0,1,0,NA,"NT"
"673","Porites myrmidonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,2,400,1,"colonial",NA,NA,NA,0,0,0,1,0,NA,"LC"
"674","Porites napopora",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,"colonial",NA,NA,NA,0,0,0,0,1,NA,"VU"
"675","Porites negrosensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2,NA,NA,"colonial",NA,NA,NA,1,1,0,0,0,NA,"NT"
"676","Porites okinawensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"VU"
"677","Porites ornata",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"EN"
"678","Porites panamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,"colonial","brooder","gonochore",NA,0,0,0,0,1,NA,"LC"
"679","Porites profundus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,"colonial",NA,NA,NA,2,0,0,0,0,NA,"LC"
"680","Porites pukoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,1,NA,"CR"
"681","Porites rugosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,100,1,"colonial",NA,NA,NA,1,0,0,0,0,NA,"VU"
"682","Porites sillimaniani",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,1,NA,"VU"
"683","Porites somaliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,"colonial",NA,NA,NA,0,0,0,1,0,NA,"NT"
"684","Porites stephensoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2,10,3,"colonial","brooder",NA,"yes",0,1,0,1,1,NA,"NT"
"685","Porites tuberculosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2,NA,NA,"colonial",NA,NA,NA,1,1,0,0,0,NA,"VU"
"686","Porites vaughani",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,20,1,"colonial",NA,NA,NA,0,1,1,0,1,NA,"LC"
"687","Psammocora contigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2,50,1,"colonial",NA,"gonochore",NA,0,0,0,0,2,NA,"NT"
"688","Psammocora digitata",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,2,6.5,1,"colonial",NA,"gonochore",NA,0,1,0,0,1,NA,"NT"
"689","Psammocora profundacella",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15,2,NA,NA,"colonial","spawner",NA,"no",0,0,1,0,1,NA,"LC"
"690","Psammocora verrilli",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,2,NA,NA,"colonial",NA,NA,NA,0,0,0,1,0,NA,"LC"
"691","Pseudosiderastrea formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Pseudosiderastrea tayamai",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2,16,3,"colonial",NA,NA,NA,0,1,0,1,0,NA,"NT"
"693","Sandalolitha dentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,2,NA,NA,"colonial","spawner","gonochore",NA,0,0,0,1,0,NA,"LC"
"694","Sandalolitha robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,2,50,1,"colonial","spawner","gonochore",NA,0,0,0,1,0,NA,"LC"
"695","Scapophyllia cylindrica",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,2,NA,NA,"colonial","spawner","hermaphrodite",NA,0,1,0,0,1,NA,"LC"
"696","Schizoculina africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,2,100,1,"colonial",NA,NA,NA,1,2,0,0,0,NA,"DD"
"697","Schizoculina fissipara",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,2,100,1,"colonial",NA,NA,NA,0,2,0,0,0,NA,"DD"
"698","Sclerophyllia maxima",NA,NA,NA,NA,NA,NA,NA,NA,NA,33.75,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"NT"
"699","Scolymia cubensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5,1,10,1,"solitary",NA,NA,NA,0,0,0,1,0,NA,"LC"
"700","Seriatopora aculeata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"VU"
"701","Seriatopora dentritica",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"VU"
"702","Seriatopora guttata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,30,2,"colonial",NA,NA,NA,1,0,0,0,0,NA,"LC"
"703","Seriatopora stellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"NT"
"704","Siderastrea glynni",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,2,10,1,"colonial",NA,NA,NA,0,0,0,1,0,NA,"CR"
"705","Siderastrea savignyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,2,100,1,"colonial",NA,NA,NA,0,1,0,1,0,NA,"LC"
"706","Siderastrea stellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,2,NA,NA,"colonial","brooder","gonochore",NA,0,0,0,1,0,NA,"DD"
"707","Simplastrea vesicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,0,NA,"DD"
"708","Solenastrea bournoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,NA,NA,"colonial",NA,"gonochore","no",0,0,0,1,0,NA,"LC"
"709","Stylaraea punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,2,15,3,"colonial","brooder",NA,NA,0,1,0,0,0,NA,"DD"
"710","Stylocoeniella armata",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,0,NA,"LC"
"711","Stylocoeniella cocosensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,0,NA,"VU"
"712","Stylocoeniella guentheri",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,2,50,1,"colonial",NA,NA,NA,0,1,0,0,2,NA,"LC"
"713","Stylophora kuehlmanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"LC"
"714","Stylophora madagascarensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2,20,1,"colonial",NA,NA,NA,1,0,0,0,0,NA,"EN"
"715","Stylophora mamillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2,10,1,"colonial",NA,NA,NA,0,1,0,0,0,NA,"LC"
"716","Stylophora subseriata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"LC"
"717","Stylophora wellsi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"NT"
"718","Symphyllia agaricia",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.75,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"LC"
"719","Symphyllia erythraea",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,2,NA,NA,"colonial",NA,NA,NA,0,0,0,1,0,NA,"LC"
"720","Symphyllia hassi",NA,NA,NA,NA,NA,NA,NA,NA,NA,16.25,2,20,1,"colonial",NA,NA,NA,0,1,0,1,0,NA,"VU"
"721","Symphyllia radians",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,NA,NA,"colonial","spawner","hermaphrodite",NA,0,1,0,1,0,NA,"LC"
"722","Symphyllia recta",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,NA,NA,"colonial","spawner","hermaphrodite",NA,0,1,0,1,0,NA,"LC"
"723","Symphyllia valenciennesii",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,0,NA,"LC"
"724","Trachyphyllia geoffroyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2,8,1,"colonial",NA,NA,NA,0,0,0,1,0,NA,"NT"
"725","Turbinaria bifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2,NA,NA,"colonial","spawner",NA,NA,0,0,1,0,0,NA,"VU"
"726","Turbinaria conspicua",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"LC"
"727","Turbinaria heronensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"VU"
"728","Turbinaria irregularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2,NA,NA,"colonial",NA,NA,NA,0,1,1,0,0,NA,"LC"
"729","Turbinaria patula",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"VU"
"730","Turbinaria radicalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2,100,1,"colonial","spawner",NA,NA,0,1,0,0,0,NA,"NT"
"731","Turbinaria reniformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,500,1,"colonial","spawner","gonochore",NA,0,0,1,0,0,NA,"VU"
"732","Turbinaria stellulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"VU"
"733","Zoopilus echinatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,60,1,"colonial",NA,NA,NA,0,0,0,1,0,NA,"LC"
"734","Acropora azurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,"colonial",NA,NA,NA,1,0,0,0,0,NA,NA
"735","Acropora cylindrica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"736","Acropora efflorescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,1,"colonial",NA,NA,NA,0,0,1,0,0,NA,"DD"
"737","Acropora fenneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"738","Acropora irregularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,1,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"739","Acropora lianae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"740","Acropora macrostoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"741","Acropora maryae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,4,"colonial","spawner","hermaphrodite",NA,1,0,0,0,0,NA,"DD"
"742","Acropora massawensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,1,"colonial",NA,"hermaphrodite",NA,1,0,0,0,1,NA,"DD"
"743","Acropora meridiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"744","Acropora parahemprichii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,2,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"745","Acropora pectinatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"746","Acropora pinguis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,1,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"747","Acropora rambleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,"colonial",NA,NA,NA,0,0,1,0,0,NA,"DD"
"748","Colpophyllia breviserialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Dichocoenia stellaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,NA,NA,"gonochore",NA,NA,NA,NA,NA,NA,NA,"DD"
"750","Helioseris cucullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC"
"751","Indophyllia macassarensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1,"solitary",NA,NA,NA,0,0,0,1,0,NA,"DD"
"752","Oculina arbuscula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Phacelocyathus flos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Placotrochides frustum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Porites decasepta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD"
"756","Porites sverdrupi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU"
"757","Acanthastrea brevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,0,0,0,0,1,NA,"VU"
"758","Acanthastrea echinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial","spawner","hermaphrodite",NA,0,1,0,1,0,"stress-tolerant","LC"
"759","Acanthastrea hemprichi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"VU"
"760","Acanthastrea ishigakiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,0,0,0,1,0,NA,"VU"
"761","Acanthastrea regularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,0,0,0,1,0,NA,"VU"
"762","Acanthastrea rotundoflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,0,1,0,0,1,NA,"NT"
"763","Acropora akajimensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,2,0,0,0,0,NA,"DD"
"764","Acropora appressa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial","spawner","hermaphrodite",NA,2,0,0,0,0,NA,"NT"
"765","Acropora bifurcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"DD"
"766","Acropora branchi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial","spawner","hermaphrodite",NA,0,0,1,0,0,NA,"DD"
"767","Acropora cardenae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"768","Acropora convexa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"769","Acropora cophodactyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,0,0,0,0,1,NA,"DD"
"770","Acropora copiosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"771","Acropora elegantula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,2,0,0,0,0,NA,"DD"
"772","Acropora exquisita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"773","Acropora fastigata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"774","Acropora filiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"775","Acropora forskali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"776","Acropora haimei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial","spawner","hermaphrodite",NA,1,0,0,0,0,NA,"DD"
"777","Acropora inermis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"778","Acropora insignis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"779","Acropora minuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,0,1,0,0,0,NA,"DD"
"780","Acropora mirabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"781","Acropora natalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"DD"
"782","Acropora navini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,2,0,0,0,0,NA,"DD"
"783","Acropora ocellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,"hermaphrodite",NA,0,0,0,0,1,NA,"DD"
"784","Acropora orbicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"DD"
"785","Acropora parapharaonis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial","spawner","hermaphrodite","no",0,0,1,0,0,NA,"DD"
"786","Acropora parilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"787","Acropora plana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"DD"
"788","Acropora plantaginea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial","spawner","hermaphrodite","no",2,0,0,0,0,NA,"DD"
"789","Acropora prostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"790","Acropora proximalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"791","Acropora rosaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,2,0,0,0,0,NA,"DD"
"792","Acropora rufus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"793","Acropora scherzeriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,1,0,0,0,NA,"DD"
"794","Acropora schmitti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"795","Acropora sekiseiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,2,0,0,0,0,NA,"DD"
"796","Acropora seriata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,1,0,0,NA,"DD"
"797","Acropora teres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"798","Acropora tizardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"799","Acropora torresiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,0,0,1,NA,"DD"
"800","Acropora tutuilensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial",NA,NA,NA,1,0,1,0,0,NA,"DD"
